Parcel APN;NR_GH-Plants;NR_OD-Plants;Dist_to_grow_m;Km Priv. Road;Km Local Road;Mean elevation;PublicLand_YN;Prop_in_THP
21011717;0;0;0;1.783560799;0;1498.777778;0;0
21011716;0;0;0;1.298434411;0;1495.48;0;0
21011727;113;31;50;0.404122715;0;1490.785714;0;0
21011722;110;128;180;0;0;1488.166667;0;0
21011712;0;0;0;0.663055306;0;1470.6;1;0
21011711;0;0;0;1.872372777;0;1468.944444;1;0
21011714;0;79;740;0;0;1458.357143;1;0
21011715;0;0;0;0;0;1457.965517;0;0
21011718;0;0;0;2.085284528;0;1453.847059;0;0
21011713;0;0;0;0;0;1451.15625;1;0
21011728;0;0;0;1.169332921;0;1450.514286;1;0
21011726;206;95;30;0;0;1445.9;0;0
21014206;0;0;0;2.954629755;0;1440.294118;0;0
21011706;0;0;0;0;0;1434.933333;1;0
21014205;394;35;70;0;0;1418.855556;0;0
21016411;0;0;0;1.366434611;0;1396.137931;1;0
21011705;0;0;0;0.875170884;0;1395.433333;0;0
21011725;0;0;0;0;0;1393.962963;0;0
21016408;14;0;10;1.791431286;0;1392.64;0;0
21016410;0;0;0;0;0;1386.633333;1;0
21011721;0;0;0;0;0.169197938;1383.064516;1;0
21014106;0;0;0;0;0;1381.166667;0;0
21016303;164;0;10;1.487514703;0;1379.76;0;0
21011731;0;0;0;0;1.004627251;1368.735294;1;0
21016409;626;0;40;0;0;1363.92;0;0
21016403;79;0;460;1.742602088;0;1360.284946;1;0
21011732;0;0;0;0.67237885;1.673756232;1360.264706;1;0
21011707;0;0;0;0;0;1358.2;1;0
21011724;0;34;120;0;0;1354.851852;0;0
21014208;0;0;0;3.183941996;0;1352.655556;0;0
21014207;0;0;0;0;0;1351.556962;0;0
21016506;0;0;0;0;0;1348.793103;0;0
21016404;0;0;0;1.370786626;0;1346.142857;0;0
21014102;0;0;0;0;0;1331.48;0;0
21011701;0;0;0;0;12.27585087;1330.447084;1;0
21016318;346;0;20;0;0;1323.2;0;0
21016304;0;0;0;0;0;1322.9;0;0
21016316;0;125;260;1.494978252;0;1319.96;0;0
21011729;0;0;0;0;0;1318.59375;1;0
21011710;0;0;0;0;6.525483122;1318.559028;1;0
21014113;0;19;40;0;0;1314.25;0;0
21011723;0;0;0;0;0.215750641;1308.689655;0;0
21016502;0;0;0;0;0;1306.209945;1;0
21016505;259;0;180;0;0;1306.146667;1;0
21014107;219;0;270;0;0;1302.866667;0;0
20824131;0;0;0;0;0;1297.294118;1;0
20824129;0;0;0;0;1.519939004;1284.642857;0;0
21016317;0;0;0;0;0;1282.75;0;0
21016405;0;0;0;0;0;1282.4;0;0
21024117;0;0;0;0;1.159254141;1279.88;0;0
21014412;336;114;130;0.972387876;0;1277.24;0;0
21024119;0;0;0;0;0.708276141;1274.933333;0;0
21014112;0;86;20;0;0;1274.24;0;0
21014308;0;0;0;0.025379324;0;1272.62;0;0
21014306;0;0;0;2.014975089;0;1272.3;0;0
21014114;0;0;0;0;0;1272.096774;0;0
21011703;0;0;0;1.73218672;1.159397067;1269.830189;1;0.00932212
21016313;0;0;0;1.468684996;0;1266.68;0;0
21014404;0;66;10;0;0;1265.4;0;0
21014108;483;0;40;0;0;1265.066667;0;0
21024116;0;0;0;0;0;1263.896552;0;0
21016315;0;0;0;0;0;1263.08;0;0
21016314;0;0;0;0.099796802;0;1262.8;0;0
21016210;126;208;100;0;0;1257.56;0;0
21024112;0;0;0;0;0;1254.314286;0;0
21014109;0;0;0;0;0;1253.625;0;0
21014302;0;0;0;1.906068069;0;1249.48;0;0
21014405;0;0;0;0.426093589;0;1245.44;0;0
21024118;0;0;0;0;0.786729405;1244.8;1;0
20824125;0;64;280;0;1.835306534;1243.75;1;0
21014307;0;0;0;0.956235535;0;1243.48;0;0
21014418;0;0;0;0;0;1242.266667;0;0
21014202;0;0;0;0;0;1240.64486;0;0
21015101;0;0;0;0;7.402675725;1240.0625;0;0
21014119;0;0;0;0;0;1233.555556;0;0
20824130;0;0;0;0;1.02733375;1233.555556;0;0
21011730;0;0;0;0;0;1232.928571;0;0
21014406;0;0;0;0;0;1232.466667;0;0
21016504;0;22;150;0;0;1231.922222;1;0
21016312;0;0;0;0;0;1229.7;0;0
21024108;0;0;0;0;0.730779243;1228.033333;0;0
21014111;599;0;140;0;0;1225.615385;0;0
21014417;336;44;50;0;0;1225.466667;0;0
21014115;13;0;110;0;0;1225.333333;0;0
21013107;0;7;150;0;0;1224.794118;1;0
21024109;0;0;0;0;1.198667182;1223.44;1;0
21014416;0;0;0;0;0;1217.84;0;0
21011709;0;0;0;0;1.748076209;1216.333333;1;0
21024103;0;0;0;0;1.134478293;1216.2;0;0
21016311;0;0;0;0;0;1214.858974;0;0
21016301;0;0;0;1.572360248;0;1209.147368;0;0
20823109;0;0;0;0;4.607949195;1207.286119;1;0
21024104;0;0;0;0;1.625287747;1205.88;0;0
21024115;0;0;0;0;0;1203;0;0
21016202;148;0;30;0;0;1199.162791;0;0
21014415;0;239;50;0;0;1198.25;0;0
20824105;0;0;0;0;6.8600679;1195.786378;1;0
21010302;0;0;0;0;4.863689525;1194.129353;0;0
21014309;0;0;0;0;0;1193.88;0;0
21014118;0;0;0;0;0;1190.6;0;0
21024107;0;0;0;0;0;1187.64;0;0
21014411;117;0;10;0;0;1185.92;0;0
21023119;197;89;570;0;0;1184.48;0;0
21006403;0;0;0;0;0;1181.571429;0;0
21024102;0;0;0;0;1.201520892;1181.52;0;0
21024111;0;0;0;0;0;1178.258065;0;0
21014414;22;203;110;0;0;1177.44;0;0
21014407;0;48;70;0;0;1176.3;0;0
21023114;0;0;0;0;0;1173.733333;0;0
20823110;95;0;10;0;0;1173.483333;1;0
21014116;51;16;100;0;0;1172.935484;0;0
21014110;0;0;0;0;0.340562301;1172.32;0;0
21014304;0;0;0;0;0;1172.173684;0;0
21011720;0;0;0;0;3.423941035;1171.722222;1;0
21015501;0;0;0;14.57095949;5.751651897;1167.328691;0;0
21013108;0;73;50;0;0;1165.810811;1;0
21024101;0;0;0;0;1.218060666;1164.733333;0;0
21013121;226;38;90;0;0;1163.5;0;0
20824128;0;0;0;0;1.691338074;1162.368421;0;0
21023115;0;0;0;0;0;1157.967742;0;0
21023118;0;0;0;0;0;1155.192308;0;0
21016208;0;293;30;0;0;1153.603774;0;0
21016205;368;0;30;0;0;1153.44;0;0
21022112;0;0;0;0;0;1151.913043;0;0
21013110;0;0;0;0;0;1151.16;0;0
20822101;0;0;0;0;4.05995848;1149.977273;1;0
21014403;0;0;0;0;0;1146.916667;0;0
20815302;0;0;0;0;0;1144.184615;1;0
20820116;0;19;130;0;0;1137.34375;0;0
20824124;129;41;230;0;0.034114798;1135.346154;1;0
21023112;0;0;0;0;0;1134.25;0;0
21024105;0;0;0;0;0.962104728;1132.62963;0;0
21023113;0;0;0;0;0;1132.04;0;0
21006204;0;0;0;0;0;1131.8375;0;0.065926507
21013122;0;0;0;0;1.945542876;1131.4;0;0
21022120;0;0;0;0;0;1127.666667;0;0
21011719;0;150;430;0;0;1125.716981;1;0
21014410;913;0;20;0;1.601599533;1123.64;0;0
21014117;221;70;250;0;2.228894773;1122.866667;0;0
21008403;0;0;0;0;0.553860226;1122.630682;0;0
20827218;0;0;0;0.445659005;1.89856844;1121.513514;0;0
21006103;0;0;0;0;0;1121.354839;0;0
21014408;509;0;50;0;1.521238543;1120.4;0;0
21023102;0;0;0;0;1.437079309;1120.0625;0;0
21024114;0;0;0;0;0.307862034;1119.5;0;0
20822102;0;0;0;0;1.036703617;1119.033333;0;0
21024106;0;0;0;0;1.571977897;1114.266667;0;0
20823107;197;0;10;0;0;1113.4;1;0
21009501;0;0;0;0;6.708307612;1113.067146;1;0
20820115;0;0;0;0;0;1111.366667;0;0
21015601;0;0;0;0;3.211265357;1110.698454;0;0
21006301;0;0;0;0;0;1110.474026;0;0.003122651
21022113;0;0;0;0;1.447185249;1109.517241;0;0
20820101;0;0;0;0;4.544749645;1108.765957;0;0
21024110;0;0;0;0;1.011054686;1107.40625;0;0
21012601;0;0;0;1.347750559;6.343652386;1106.744;0;0
20827222;0;0;0;0.258659861;0;1106.08;0;0
21023101;0;0;0;0;2.290112973;1104.03125;0;0
21013101;0;14;80;0;2.189991227;1103.438596;0;0
20820130;0;0;0;0.699140513;0.938160084;1102.972222;0;0
21023116;0;0;0;0;0.532138642;1102.333333;0;0
21023117;0;0;0;0;1.200841436;1099.296296;0;0
21023111;0;0;0;0;0;1098.92;0;0
21016207;413;198;170;0;0;1098.52;0;0
21023109;0;0;0;0;0.206654709;1098.451613;0;0
21023110;0;0;0;0;1.452312054;1097;0;0
20827114;0;0;0;0;0;1096.76;0;0
20824106;0;0;0;0;0.208884978;1096.56;1;0
20827220;0;0;0;0;0.99791478;1096.214286;0;0
20827115;0;0;0;0;1.318230986;1096.076923;0;0
20827112;0;0;0;0.712368086;1.852767159;1096.055556;0;0
21013109;0;0;0;0;0.064183165;1096.038462;0;0
20827111;0;0;0;0;1.869618162;1092.733333;0;0
20827206;0;0;0;1.498385369;0.064772654;1092.611111;0;0
21022115;77;0;10;0;0;1090.535714;0;0
20822103;0;0;0;0;0;1086.942857;1;0
21011704;0;0;0;0;0;1086.493671;1;0.751296279
20823112;0;0;0;0;0;1084.333333;1;0
20815301;0;0;0;1.653475822;0;1082.908333;1;0
20824123;84;49;120;0;0;1082.7;1;0
20827110;0;0;0;0;0.541957344;1082.2;0;0
20828103;0;0;0;0;0;1081.892857;0;0
21012602;0;0;0;1.589934527;0;1081.386243;0;0
21023107;269;62;180;0;0;1081.111111;0;0.820209877
21013106;34;50;110;0;1.010544104;1080.36;0;0
20829118;0;0;0;0;0.027440239;1080.350365;0;0
20822120;0;0;0;0;1.779309368;1079.793103;0;0
20815402;0;0;0;0;0;1079.79021;0;0
20827113;0;0;0;0.054412507;0;1079.551724;0;0
21023108;0;70;30;0;0;1079.290323;0;0.154340943
21013116;366;26;90;0;0.115291199;1079.194444;0;0
20828102;0;0;0;0;0;1078.375;0;0
20827202;0;0;0;0;0;1078.222222;0;0
20827203;0;0;0;0;1.694300377;1078.064516;0;0
20823108;227;0;150;0;0;1077.28;1;0
21006303;0;0;0;0;0;1076.702222;1;0.009289102
20824113;0;0;0;0;2.781064885;1075.44;0;0
21022111;0;0;0;0;1.309870076;1075.4;0;0
21006207;0;0;0;0;0;1074.898089;0;0.737441568
21016206;661;0;10;0;0;1073.38;0;0
20827211;0;0;0;2.771898964;0;1072.942857;0;0
20827226;0;0;0;1.085940844;0;1072.744681;0;0
20820129;0;20;100;0.11659694;1.335855317;1072.617647;0;0
20815401;0;0;0;0;0;1072.61194;0;0
20827105;0;0;0;0;0.181041863;1070.388889;0;0
21016209;372;0;160;0;0;1067.78;0;0
21015201;0;0;0;6.770630107;0;1066.805627;0;0
21023103;237;27;10;0;1.485781937;1065.714286;0;0.414555332
21016605;0;0;0;0;0;1065.68;0;0
20802305;0;0;0;0;3.049195345;1063.961538;0;0
20827117;0;0;0;0;0.806859632;1063.666667;0;0
20802304;0;0;0;0;1.075344862;1063.470588;0;1.85E-09
21006206;282;111;130;0;0;1063.198198;1;0.005230238
21010201;0;0;0;0;0;1062.766667;0;0
21010203;0;0;0;0;1.093005737;1059.078125;0;0
20823111;251;36;50;0;0;1058.933333;0;0
20827225;0;0;0;0.020155262;0;1057.52;0;0
20827201;0;0;0;0;0;1056.133333;0;0
21016601;0;0;0;0;0;1052.847518;0;0
21013113;0;0;0;0;1.669511205;1052.555556;0;0
21013120;412;0;390;0;0.273004397;1051;0;0
20829101;0;0;0;0;0.728344162;1050.733333;0;0
20816203;0;0;0;0;0;1049.883333;1;0
21013119;0;0;0;0;1.056213255;1049.105263;0;0
20822105;0;0;0;0;0;1045.558824;0;0
20819112;0;0;0;0;0.143568361;1045.388889;0;0
20829119;0;0;0;0.309779228;0;1045.188811;0;0.194739309
20827106;0;0;0;0;2.255858318;1044.566667;0;0
20822104;0;0;0;0;0;1043.625;0;0
20820114;0;53;110;0;0;1042.36;0;0
20820117;0;119;10;0;0.437421342;1042.035714;0;0
21010401;0;0;0;0;2.73743842;1041.186398;0;0
21022110;0;0;0;0;0;1041;0;0
21009401;0;0;0;0;18.15628413;1040.317618;1;0
20827119;0;0;0;0;2.684333339;1040.147059;0;0
21014402;0;0;0;0;0;1039.972222;0;0
20827214;0;0;0;0.874879121;0;1038.6;0;0
21015401;0;0;0;0.984035775;0;1036.659794;0;0
21014409;0;0;0;0;0.623276741;1034.972222;0;0
20822121;0;0;0;0;0;1034.133333;0;0
20829103;0;0;0;0;0;1033.509804;0;0
20802307;0;0;0;0;0;1033.3125;0;0
20825116;0;0;0;0;3.140540548;1033.133333;0;0
20815201;0;0;0;8.269272112;0;1032.192935;1;0
20820102;0;0;0;0;0;1031.9;0;0
20828132;0;0;0;0;0;1031.758621;0;0
20816303;0;0;0;0;0;1031.273381;1;0
20821115;0;0;0;0;0;1030;0;0
20827107;0;0;0;0;1.334636383;1027.833333;0;0
20820128;0;0;0;0;0.199295795;1026.666667;0;0
20824116;445;0;20;0;0.589271393;1024.44;1;0
21016204;0;0;0;0;0;1022.114286;0;0
21022123;0;0;0;0.243183421;1.457133472;1019.766667;0;0
20827204;0;0;0;1.589679515;0;1017.742857;0;0
21004412;0;0;0;0;0;1017.444444;0;0.000154769
20825115;0;0;0;0;2.213605174;1017.384615;0;0
20829104;0;0;0;0;0;1017.183333;0;0.167924218
21006102;0;0;0;0;0;1016.408;0;0
20825109;0;36;150;0;0;1014.7;0;0
21023104;435;0;100;0;0.871495305;1014.333333;0;0.843731444
21022109;0;0;0;0;0;1013.827586;0;0
20827104;0;123;160;0;1.854151868;1012.333333;0;0
20828133;0;0;0;0;0;1011.458333;0;0
20828107;0;0;0;0.864409023;0;1009.16;0;0
20823105;0;0;0;0;0;1008.2;0;0
21016111;0;0;0;0;0;1004.60241;0;0
21006105;0;0;0;0;0;1003.928571;1;0
20824112;94;0;90;0;3.157970154;1003.16;0;0
21006205;0;0;0;0;0;1002.84;1;0
21013115;654;0;90;0;1.113814731;1002.290323;0;0
20822106;0;58;200;0;0;995.2142857;0;0
20816102;0;0;0;0;0;993.9;1;0
20820127;0;37;230;0;1.060506279;991.6333333;0;0
20827108;418;101;210;0;0;990.8823529;0;0
21013103;0;0;0;0;0;990.75;0;0
21016105;0;0;0;0;0;989.05;0;0
20825114;0;0;0;0;1.472465546;987.75;0;0
21013117;0;0;0;0;0.550155203;987.6111111;0;0
20822127;0;0;0;0;1.442917055;987.2321429;0;0
20828106;0;0;0;0;0;987;0;0
21006106;0;24;820;0;0;986.9302326;1;0
20826106;0;0;0;0;0.346148239;986.9090909;0;0
21013118;0;0;0;0;2.221214696;986.6666667;0;0
21009304;0;0;0;0;0.213245695;985.28;1;1
21704302;0;0;0;0;0;985.2631579;0;0
21004410;500;90;180;0;0;984.72;0;0
20827217;0;0;0;2.357414727;0;984.2978723;0;0
21022116;0;10;80;0;1.683629459;983.28125;0;0
20825118;0;0;0;0;0;982.7307692;0;0
21016603;0;0;0;0;0;982.6666667;0;0
20824107;354;0;140;0;0.422741321;982.2962963;0;0
20824122;0;0;0;0;0;981.5333333;0;0
20816103;0;0;0;0;0;981.0533333;1;0
20825110;0;0;0;0;0;978.8518519;0;0
21019212;64;0;50;0;0;977.7910448;0;0
20823113;0;0;0;0;0;976.9333333;0;0
20825113;0;0;0;0;1.998295215;976.6;0;0
20833110;0;0;0;0;1.289795249;975.0714286;1;0
20827103;0;0;0;0;0.842944108;975.04;0;0
20828105;0;0;0;0;0;974.4;0;0
20802202;0;0;0;0;0;973.1808511;0;4.03E-05
21013205;0;0;0;0;0;971.2391304;0;0
20820103;0;0;0;0;0;969.92;0;0
21022108;0;0;0;0;0;969.4;0;0
20823114;123;73;10;0;0;969.3548387;0;0
21022121;0;0;0;0.336249013;0;968.4137931;0;0
21006108;0;0;0;0;0;967.6511628;0;0
20824117;501;0;150;0;0.167749327;964.28;0;0
20823106;0;20;110;0;0;963.92;0;0
20825111;0;36;410;0;0;963.3571429;0;0
20829116;0;0;0;0;0;962.7761905;0;0.534554938
20802206;0;0;0;0;0;961.3166667;0;1.52E-05
20830101;0;0;0;2.37825597;0;961.2;0;0.032158295
21006201;0;0;0;0;0;959.3076923;1;0
20822128;0;0;0;0;3.567865459;957.3548387;0;0
21006304;0;0;0;0;0;956.6;0;0
20816302;0;0;0;0;0;956.4444444;1;0
20828108;0;0;0;0.640805984;0;955.7666667;0;0.018359528
20815202;0;0;0;0;0;955.48;0;0
21006302;0;0;0;0;0;954.2432432;0;0.37384003
20828131;0;0;0;0;0;954.2222222;0;0
21016112;0;0;0;0;0;954.1447368;0;0
20826105;0;0;0;0;2.183569864;953.862069;0;0
20825108;0;70;20;0;0;953.8333333;0;0
21004413;0;0;0;0;2.060987048;953.5357143;1;0
20826102;0;0;0;0;1.608329592;952.4666667;0;0
21006203;0;0;0;0;0.386073437;951.6;0;0
20827102;0;0;0;0;1.416736169;951.2962963;0;0
21704301;0;0;0;0.462815554;0;950.0396825;0;0
20821113;0;0;0;0;0;949.3;0;0
20828134;0;0;0;0;0;948;0;0
20816201;0;0;0;0;0;947.2193548;1;0
20834103;0;0;0;0;0;946.8928571;0;0
20819113;0;0;0;0;0;946.5;0;0
21015301;0;0;0;0;0;944.5632653;0;0
21023120;142;55;20;0;0;944.4615385;0;0.07911181
20822108;259;0;160;0;0;944.2666667;0;0
21022107;0;0;0;0;0;944.2;0;0
20828110;0;0;0;0;0;939.0384615;0;0
20825112;0;0;0;0;0.280048444;937.8666667;0;0
20826103;0;0;0;0;1.612690929;937.8484848;0;0
20816101;0;0;0;0;0;937.3869048;1;0
21005103;0;196;240;1.474321399;0;937.1;0;0
20816304;0;0;0;0;0;937.0277778;1;0
20826104;0;0;0;0;1.476196244;935.56;0;0
21006402;0;0;0;9.18911093;0;935.3171429;0;0
20834106;0;0;0;0;0;934.8333333;1;0
20820126;173;72;110;0;1.16523334;934.6944444;0;0
21023105;546;0;10;0.222674611;0;934.4666667;0;0.725664552
20834105;0;0;0;0;0;930.75;1;0
20820113;0;0;0;0;1.377423153;929.8;0;0
20804203;0;0;0;0;0.151704412;929.6;1;0
21006110;0;0;0;0;0;929.4;1;0
20804205;0;0;0;0;5.012628948;929.0072993;1;0
20816301;0;0;0;0;0;926.8363636;1;0
20834107;0;0;0;0;0;924.6666667;1;0
21012502;0;0;0;0;0;923.6997389;0;0
20820104;0;0;0;0;1.522613117;923.08;0;0
20821108;0;0;0;0;0;920.5769231;1;0
21005201;364;0;60;4.757779681;0;919.9278351;0;0
21013204;0;0;0;0;4.383034293;919.8461538;0;0
20826107;0;0;0;0;0;919.4827586;0;0
20829115;0;0;0;0;0;919.4333333;0;0.207210561
21004407;0;0;0;0;0;919.0638298;1;0
21008309;0;0;0;0;7.788189421;918.8832117;1;0
21019105;214;32;50;0;1.537889633;917.24;0;0
20828111;0;0;0;0;0;916.3636364;0;0
21010501;0;0;0;0;0;916.2041667;0;0
20828129;0;0;0;1.827888213;0;915.3333333;0;0
21005161;0;0;0;1.279834342;0;915.1875;0;0
21012402;0;0;0;0;0;915.1532258;0;0
20825107;0;0;0;0;0;914.8928571;0;0
21002119;0;0;0;0;0;914;0;0
21007113;0;0;0;0;1.355206667;913.84375;0;0.142204862
20828109;0;0;0;2.336348262;0;913.46875;0;0.026775608
20820118;0;72;180;0;2.536298597;912;0;0
21007402;0;0;0;0;0;911.5465116;1;0.000381692
21019106;501;0;10;0;0.84886808;909.96;0;0
20820125;58;31;30;0;0;908.5666667;0;0
20815502;0;0;0;0;0;907.4509804;0;0
20826128;0;0;0;0;2.43732926;907.04;0;0
21003213;0;0;0;0;0;906.4117647;0;0
20828113;0;0;0;0;0;906.15625;0;0
20805401;0;0;0;0;4.512860683;905.4507389;1;0
20834109;0;0;0;0;0;905.3636364;0;0
21002118;0;0;0;7.436421897;0;905.2349727;0;0
21012501;0;0;0;0;0;904.8108108;0;0
20827101;0;129;70;0;0;904.6060606;0;0
20834108;0;0;0;0;0;903.4;0;0
21005164;0;0;0;0;0;903.2580645;0;0
21005159;112;77;40;2.026303392;0;901.8;0;0
21015402;0;0;0;0;0;901.2806452;0;0
21022104;0;0;0;0;1.321008342;898.24;0;0
21003303;0;0;0;0.426594631;0;896.4791667;0;0
21016106;0;0;0;0;0;895.9069767;0;0
20832103;0;0;0;0;0;895;0;0
21022117;316;8;20;0.4988663;0;895;0;0.111863294
21005160;0;20;130;0.534949176;0;895;0;0
20821101;0;0;0;0;6.787026148;893.990991;1;0
21019107;0;0;0;0;0.969267087;891.72;0;0
20828112;0;0;0;0;0;891.6538462;0;0
20834104;0;0;0;0;0;891.5384615;0;0
21016604;0;0;0;0;0;891.1929825;0;0
20825102;420;201;100;0;0;890.9333333;0;0
21005409;0;0;0;0;0.349747266;890.76;1;0.102590705
21002111;0;0;0;2.372709813;0;890.7222222;0;0
21007114;0;0;0;0;0.244336342;890.2068966;0;0.273500758
20820124;0;0;0;0;2.442398665;889.9666667;0;0
21016103;0;0;0;0;0;889.8952381;0;0
21012201;0;0;0;0;0;889.7272727;0;0
21004402;761;225;130;0;0;889.2121212;0;0
21025008;0;0;0;0.155163362;0;888.7619048;0;0
20705406;0;0;0;0;0;887.7;0;0
20805501;0;0;0;0;7.992966517;886.630303;1;0
20833109;0;0;0;0;3.477008019;886.2;0;0
21005162;0;0;0;0;0;885.4571429;0;0
21012301;0;0;0;0;0;885.1789216;0;0
20834116;0;0;0;0;0;884.8571429;1;0
20822107;0;0;0;0;0;884.8;0;0
21004409;0;104;160;0.299278437;1.319560514;884;1;0
21019108;147;0;20;0;0;883.7307692;0;0
21704401;0;0;0;0;0;882.9069767;0;0
20834118;0;0;0;0;0;882.8181818;1;0
20832108;0;0;0;0;0;882.3207547;0;0
20823117;0;80;110;0;0;880.8965517;0;0
20812112;0;0;0;0;0;880.4666667;0;0
21005177;0;0;0;0.739676619;0;880.4;0;0
20833105;0;0;0;0;1.378581041;879.6;0;0
21007112;0;0;0;0;0.462162154;879.5;0;0.252437922
21022103;0;0;0;1.314117832;0;879.2333333;0;0
21007401;0;0;0;0;0.582173225;879.076087;0;0.003926357
20825106;0;0;0;0;0;878;0;0
20834117;0;0;0;0;0;877.6363636;1;0
21012102;0;0;0;0;0;877.4571429;0;0
20834132;0;0;0;0;0;877.1666667;0;0
21016602;0;0;0;0;0;876.2727273;0;0
21004403;0;46;50;0;0;874.0714286;0;0.022651104
20816104;0;0;0;0;0;873.4561404;1;0
20821114;0;0;0;0;0;873.2222222;0;0
20834102;0;0;0;0;0.513612057;870.4705882;1;0
21005401;0;0;0;0;1.520371283;870.4482759;1;0
20816202;0;0;0;0;0;869.6829268;1;0
20832105;0;0;0;0;0;868.9259259;0;0
21013201;0;0;0;0;1.689421333;868.71;0;0
20828119;0;0;0;0;0;867.8787879;0;0
21005176;134;0;160;0.41862623;0;865.5263158;0;0
20820105;0;0;0;0;0;865.4;0;0
20820119;0;72;140;0;0;865.3939394;0;0
21007111;0;0;0;0;0.421669077;865.3125;0;0.181086424
21012101;0;0;0;0;0;863.3358396;0;0
21012202;0;0;0;0;0;862.8636364;0;0
21005202;0;0;0;0;0;862.4761905;0;0
21022102;0;0;0;1.163318757;0;861.7;0;0
20826108;0;0;0;0;0.514916969;861.5833333;0;0
21003304;0;0;0;1.755473451;0;861.5;0;0
21005165;0;0;0;0;0;860.225;0;0
21010112;0;0;0;0.828261934;0;859.8947368;0;0
21005141;283;0;110;2.493366918;0;859.15;0;0
21019207;0;0;0;0;0;858.4;0;0.002088577
21019109;175;0;120;0;0;858.0769231;0;0
21008310;0;0;0;0;1.083887372;858.0403226;0;0
21009104;0;0;0;0;8.864542915;857.9920844;1;0
20822126;0;0;0;0;3.618225972;857.7938931;0;0
20826114;0;0;0;0;0;857.6176471;0;0
21007109;0;0;0;0;0.768398813;857.2083333;0;0.105356647
21016109;0;0;0;0;0.219906741;856.8;0;0
21004408;0;0;0;0.824503932;0.172284588;856.4615385;0;0
20824110;0;0;0;0;2.622877732;856.1333333;1;0
20834115;0;0;0;0;0;856;0;0
20826121;0;0;0;0;1.105517134;854.72;0;0
21003214;0;0;0;0;0;854.625;0;0
20722601;0;0;0;10.38373055;0;854.6243655;0;0
21002104;0;0;0;1.494386538;0;854.1333333;0;0
21007405;0;0;0;1.120553946;0;853.8666667;0;0
21003305;0;0;0;0;1.819014598;853.8113208;0;0
21003208;0;0;0;0.174699231;0.456605643;853;0;0
21007407;0;0;0;0;0;852.8571429;1;0
21002120;0;0;0;0;0;852.0689655;0;0
21012203;0;0;0;0;0;851.7539063;0;0
20834111;0;0;0;0;0;851.6;0;0
20816105;0;0;0;0;0;851.5;0;0
21003209;0;0;0;0;0;851.1428571;0;0
20820120;0;74;60;0;0;850.8928571;0;0
20833106;0;0;0;0;1.295577454;850;0;0
20820112;49;0;130;0;0;849.7666667;0;0
20824121;0;0;0;0;0.860456237;849.6410256;1;0
21005178;0;0;0;0;0;849.5;0;0
21013203;0;0;0;0;0.997036255;849.28;0;0
20823116;0;0;0;0;0.857881851;848.8571429;0;0
20822109;0;0;0;0;0;848.8;0;0
20824108;0;0;0;0;0.794670334;848.4666667;0;0
20825103;0;0;0;0;3.338563428;848.3831776;0;0
20706503;0;0;0;0;0;848.1666667;0;0
